id	domain	guardrail	title	phase	tier	readiness	gate	status	metric	target	safety_invariant
PERF-D10-G06	D10	G06	ACI capability decision: median CPU cycles	P5	Host+T0+HIL	stand-in-only	release	specified	cpu_cycles_p50	p50 <= 1000 cycles	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G07	D10	G07	ACI capability decision: p99 CPU cycles	P5	Host+T0+HIL	stand-in-only	release	specified	cpu_cycles_p99	p99 <= 2500 cycles	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G08	D10	G08	ACI capability decision: microarchitectural efficiency	P5	Host+T0+HIL	stand-in-only	release	specified	instructions_branch_cache	retired instructions <= 5000; branch misses <= 1%; L1D misses <= 3%	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G09	D10	G09	ACI capability decision: image and feature footprint	P5	Host+T0+HIL	stand-in-only	release	specified	image_bytes	feature code plus read-only data delta <= 128 KiB	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G10	D10	G10	ACI capability decision: peak working memory	P5	Host+T0+HIL	stand-in-only	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 64 KiB	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G11	D10	G11	ACI capability decision: steady-state allocation count	P5	Host+T0+HIL	stand-in-only	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G12	D10	G12	ACI capability decision: allocation and reclamation latency	P5	Host+T0+HIL	stand-in-only	release	specified	allocation_latency_us_max	setup or pool allocation max <= 2 us; reclamation is bounded	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G13	D10	G13	ACI capability decision: queue residence p99	P5	Host+T0+HIL	stand-in-only	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 20 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G14	D10	G14	ACI capability decision: queue processing maximum	P5	Host+T0+HIL	stand-in-only	release	specified	queue_service_us_max	service-start-to-completion max <= 50 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G15	D10	G15	ACI capability decision: sustained throughput floor	P5	Host+T0+HIL	stand-in-only	release	specified	throughput_per_second	sustained throughput >= 500000 work units/s where hardware transport is excluded as documented	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G16	D10	G16	ACI capability decision: burst and backpressure safety	P5	Host+T0+HIL	stand-in-only	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 2 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G17	D10	G17	ACI capability decision: cold start latency	P5	Host+T0+HIL	stand-in-only	release	specified	cold_start_ms	cold start <= 5 ms with caches and device state reset as specified	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G18	D10	G18	ACI capability decision: warm restart and reuse latency	P5	Host+T0+HIL	stand-in-only	release	specified	warm_start_us	warm restart or reuse <= 5 us	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G19	D10	G19	ACI capability decision: isolation under competing load	P5	Host+T0+HIL	stand-in-only	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G20	D10	G20	ACI capability decision: security denial cost and safety	P5	Host+T0+HIL	stand-in-only	release	specified	denial_latency_and_state	denied or malformed work completes <= 1 us; state changes = 0; allocations = 0	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G21	D10	G21	ACI capability decision: exhaustion and fault containment	P5	Host+T0+HIL	stand-in-only	release	specified	fault_completion	fault decision and containment <= 2 us; leaks deadlocks and unsafe retries = 0	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G22	D10	G22	ACI capability decision: 72-hour soak stability	P5	Host+T0+HIL	stand-in-only	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G23	D10	G23	ACI capability decision: spoor observability overhead	P5	Host+T0+HIL	stand-in-only	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G24	D10	G24	ACI capability decision: same-hardware Linux advantage	P5	Host+T0+HIL	stand-in-only	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D10-G25	D10	G25	ACI capability decision: same-hardware ten-times RTOS claim	P5	Host+T0+HIL	stand-in-only	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Every caller uses the same fail-closed policy path with no privileged bypass
PERF-D11-G01	D11	G01	Spoor stamp and journal: median latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p50	p50 <= 0.03 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G02	D11	G02	Spoor stamp and journal: p99 latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p99	p99 <= 0.06 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G03	D11	G03	Spoor stamp and journal: p99.9 tail latency	P0	Host+T0+HIL	prototype	release	specified	latency_us_p99_9	p99.9 <= 0.1 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G04	D11	G04	Spoor stamp and journal: observed maximum and WCET bound	P0	Host+T0+HIL	prototype	release	specified	latency_us_max	observed max <= 0.15 us and declared bound has >= 20% evidence margin	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G05	D11	G05	Spoor stamp and journal: jitter envelope	P0	Host+T0+HIL	prototype	release	specified	latency_jitter	p99-p50 <= 0.03 us and run-to-run p99 CV <= 5%	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G06	D11	G06	Spoor stamp and journal: median CPU cycles	P0	Host+T0+HIL	prototype	release	specified	cpu_cycles_p50	p50 <= 80 cycles	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G07	D11	G07	Spoor stamp and journal: p99 CPU cycles	P0	Host+T0+HIL	prototype	release	specified	cpu_cycles_p99	p99 <= 180 cycles	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G08	D11	G08	Spoor stamp and journal: microarchitectural efficiency	P0	Host+T0+HIL	prototype	release	specified	instructions_branch_cache	retired instructions <= 360; branch misses <= 1%; L1D misses <= 3%	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G09	D11	G09	Spoor stamp and journal: image and feature footprint	P0	Host+T0+HIL	prototype	release	specified	image_bytes	feature code plus read-only data delta <= 32 KiB	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G10	D11	G10	Spoor stamp and journal: peak working memory	P0	Host+T0+HIL	prototype	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 64 KiB	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G11	D11	G11	Spoor stamp and journal: steady-state allocation count	P0	Host+T0+HIL	prototype	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G12	D11	G12	Spoor stamp and journal: allocation and reclamation latency	P0	Host+T0+HIL	prototype	release	specified	allocation_latency_us_max	setup or pool allocation max <= 0.25 us; reclamation is bounded	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G13	D11	G13	Spoor stamp and journal: queue residence p99	P0	Host+T0+HIL	prototype	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 2 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G14	D11	G14	Spoor stamp and journal: queue processing maximum	P0	Host+T0+HIL	prototype	release	specified	queue_service_us_max	service-start-to-completion max <= 5 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G15	D11	G15	Spoor stamp and journal: sustained throughput floor	P0	Host+T0+HIL	prototype	release	specified	throughput_per_second	sustained throughput >= 10000000 work units/s where hardware transport is excluded as documented	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G16	D11	G16	Spoor stamp and journal: burst and backpressure safety	P0	Host+T0+HIL	prototype	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 0.15 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G17	D11	G17	Spoor stamp and journal: cold start latency	P0	Host+T0+HIL	prototype	release	specified	cold_start_ms	cold start <= 1 ms with caches and device state reset as specified	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G18	D11	G18	Spoor stamp and journal: warm restart and reuse latency	P0	Host+T0+HIL	prototype	release	specified	warm_start_us	warm restart or reuse <= 1 us	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G19	D11	G19	Spoor stamp and journal: isolation under competing load	P0	Host+T0+HIL	prototype	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G20	D11	G20	Spoor stamp and journal: security denial cost and safety	P0	Host+T0+HIL	prototype	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.075 us; state changes = 0; allocations = 0	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G21	D11	G21	Spoor stamp and journal: exhaustion and fault containment	P0	Host+T0+HIL	prototype	release	specified	fault_completion	fault decision and containment <= 0.15 us; leaks deadlocks and unsafe retries = 0	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G22	D11	G22	Spoor stamp and journal: 72-hour soak stability	P0	Host+T0+HIL	prototype	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G23	D11	G23	Spoor stamp and journal: spoor observability overhead	P0	Host+T0+HIL	prototype	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G24	D11	G24	Spoor stamp and journal: same-hardware Linux advantage	P0	Host+T0+HIL	prototype	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	The newest safety event is never silently lost or exposed as a torn record
PERF-D11-G25	D11	G25	Spoor stamp and journal: same-hardware ten-times RTOS claim	P0	Host+T0+HIL	prototype	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	The newest safety event is never silently lost or exposed as a torn record
PERF-D12-G01	D12	G01	Local IPC message channel: median latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p50	p50 <= 0.2 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G02	D12	G02	Local IPC message channel: p99 latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p99	p99 <= 0.5 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G03	D12	G03	Local IPC message channel: p99.9 tail latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p99_9	p99.9 <= 0.8 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G04	D12	G04	Local IPC message channel: observed maximum and WCET bound	P0	Host+T0+HIL	specified	release	specified	latency_us_max	observed max <= 1.5 us and declared bound has >= 20% evidence margin	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G05	D12	G05	Local IPC message channel: jitter envelope	P0	Host+T0+HIL	specified	release	specified	latency_jitter	p99-p50 <= 0.3 us and run-to-run p99 CV <= 5%	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G06	D12	G06	Local IPC message channel: median CPU cycles	P0	Host+T0+HIL	specified	release	specified	cpu_cycles_p50	p50 <= 600 cycles	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G07	D12	G07	Local IPC message channel: p99 CPU cycles	P0	Host+T0+HIL	specified	release	specified	cpu_cycles_p99	p99 <= 1500 cycles	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G08	D12	G08	Local IPC message channel: microarchitectural efficiency	P0	Host+T0+HIL	specified	release	specified	instructions_branch_cache	retired instructions <= 3000; branch misses <= 1%; L1D misses <= 3%	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G09	D12	G09	Local IPC message channel: image and feature footprint	P0	Host+T0+HIL	specified	release	specified	image_bytes	feature code plus read-only data delta <= 64 KiB	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G10	D12	G10	Local IPC message channel: peak working memory	P0	Host+T0+HIL	specified	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 128 KiB	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G11	D12	G11	Local IPC message channel: steady-state allocation count	P0	Host+T0+HIL	specified	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G12	D12	G12	Local IPC message channel: allocation and reclamation latency	P0	Host+T0+HIL	specified	release	specified	allocation_latency_us_max	setup or pool allocation max <= 1.5 us; reclamation is bounded	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G13	D12	G13	Local IPC message channel: queue residence p99	P0	Host+T0+HIL	specified	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 10 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G14	D12	G14	Local IPC message channel: queue processing maximum	P0	Host+T0+HIL	specified	release	specified	queue_service_us_max	service-start-to-completion max <= 25 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G15	D12	G15	Local IPC message channel: sustained throughput floor	P0	Host+T0+HIL	specified	release	specified	throughput_per_second	sustained throughput >= 1000000 work units/s where hardware transport is excluded as documented	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G16	D12	G16	Local IPC message channel: burst and backpressure safety	P0	Host+T0+HIL	specified	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 1.5 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G17	D12	G17	Local IPC message channel: cold start latency	P0	Host+T0+HIL	specified	release	specified	cold_start_ms	cold start <= 2 ms with caches and device state reset as specified	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G18	D12	G18	Local IPC message channel: warm restart and reuse latency	P0	Host+T0+HIL	specified	release	specified	warm_start_us	warm restart or reuse <= 3 us	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G19	D12	G19	Local IPC message channel: isolation under competing load	P0	Host+T0+HIL	specified	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G20	D12	G20	Local IPC message channel: security denial cost and safety	P0	Host+T0+HIL	specified	release	specified	denial_latency_and_state	denied or malformed work completes <= 0.625 us; state changes = 0; allocations = 0	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G21	D12	G21	Local IPC message channel: exhaustion and fault containment	P0	Host+T0+HIL	specified	release	specified	fault_completion	fault decision and containment <= 1.5 us; leaks deadlocks and unsafe retries = 0	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G22	D12	G22	Local IPC message channel: 72-hour soak stability	P0	Host+T0+HIL	specified	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G23	D12	G23	Local IPC message channel: spoor observability overhead	P0	Host+T0+HIL	specified	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G24	D12	G24	Local IPC message channel: same-hardware Linux advantage	P0	Host+T0+HIL	specified	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D12-G25	D12	G25	Local IPC message channel: same-hardware ten-times RTOS claim	P0	Host+T0+HIL	specified	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Backpressure is bounded and safety-lane messages cannot be displaced by bulk traffic
PERF-D13-G01	D13	G01	Shared-memory grant: median latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p50	p50 <= 0.5 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G02	D13	G02	Shared-memory grant: p99 latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p99	p99 <= 1 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G03	D13	G03	Shared-memory grant: p99.9 tail latency	P0	Host+T0+HIL	specified	release	specified	latency_us_p99_9	p99.9 <= 2 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G04	D13	G04	Shared-memory grant: observed maximum and WCET bound	P0	Host+T0+HIL	specified	release	specified	latency_us_max	observed max <= 4 us and declared bound has >= 20% evidence margin	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G05	D13	G05	Shared-memory grant: jitter envelope	P0	Host+T0+HIL	specified	release	specified	latency_jitter	p99-p50 <= 0.5 us and run-to-run p99 CV <= 5%	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G06	D13	G06	Shared-memory grant: median CPU cycles	P0	Host+T0+HIL	specified	release	specified	cpu_cycles_p50	p50 <= 1500 cycles	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G07	D13	G07	Shared-memory grant: p99 CPU cycles	P0	Host+T0+HIL	specified	release	specified	cpu_cycles_p99	p99 <= 4000 cycles	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G08	D13	G08	Shared-memory grant: microarchitectural efficiency	P0	Host+T0+HIL	specified	release	specified	instructions_branch_cache	retired instructions <= 8000; branch misses <= 1%; L1D misses <= 3%	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G09	D13	G09	Shared-memory grant: image and feature footprint	P0	Host+T0+HIL	specified	release	specified	image_bytes	feature code plus read-only data delta <= 64 KiB	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G10	D13	G10	Shared-memory grant: peak working memory	P0	Host+T0+HIL	specified	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 128 KiB	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G11	D13	G11	Shared-memory grant: steady-state allocation count	P0	Host+T0+HIL	specified	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G12	D13	G12	Shared-memory grant: allocation and reclamation latency	P0	Host+T0+HIL	specified	release	specified	allocation_latency_us_max	setup or pool allocation max <= 4 us; reclamation is bounded	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G13	D13	G13	Shared-memory grant: queue residence p99	P0	Host+T0+HIL	specified	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 20 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G14	D13	G14	Shared-memory grant: queue processing maximum	P0	Host+T0+HIL	specified	release	specified	queue_service_us_max	service-start-to-completion max <= 50 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G15	D13	G15	Shared-memory grant: sustained throughput floor	P0	Host+T0+HIL	specified	release	specified	throughput_per_second	sustained throughput >= 250000 work units/s where hardware transport is excluded as documented	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G16	D13	G16	Shared-memory grant: burst and backpressure safety	P0	Host+T0+HIL	specified	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 4 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G17	D13	G17	Shared-memory grant: cold start latency	P0	Host+T0+HIL	specified	release	specified	cold_start_ms	cold start <= 2 ms with caches and device state reset as specified	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G18	D13	G18	Shared-memory grant: warm restart and reuse latency	P0	Host+T0+HIL	specified	release	specified	warm_start_us	warm restart or reuse <= 5 us	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G19	D13	G19	Shared-memory grant: isolation under competing load	P0	Host+T0+HIL	specified	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G20	D13	G20	Shared-memory grant: security denial cost and safety	P0	Host+T0+HIL	specified	release	specified	denial_latency_and_state	denied or malformed work completes <= 1.25 us; state changes = 0; allocations = 0	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G21	D13	G21	Shared-memory grant: exhaustion and fault containment	P0	Host+T0+HIL	specified	release	specified	fault_completion	fault decision and containment <= 4 us; leaks deadlocks and unsafe retries = 0	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G22	D13	G22	Shared-memory grant: 72-hour soak stability	P0	Host+T0+HIL	specified	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G23	D13	G23	Shared-memory grant: spoor observability overhead	P0	Host+T0+HIL	specified	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G24	D13	G24	Shared-memory grant: same-hardware Linux advantage	P0	Host+T0+HIL	specified	claim	specified	linux_comparison_ratio	to claim superiority: TinyOS p99 <= 0.5x Linux PREEMPT_RT and <= 0.25x vanilla Linux; footprint <= 0.1x	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D13-G25	D13	G25	Shared-memory grant: same-hardware ten-times RTOS claim	P0	Host+T0+HIL	specified	claim	specified	rtos_comparison_ratio	to claim 10x: named primary metric improvement >= 10.0x versus median of at least 3 current RTOS baselines with equivalent safety	Revocation is complete before reuse and a peer never gains ambient memory access
PERF-D14-G01	D14	G01	Storage and file access: median latency	P3	T0+T1+T2	stand-in-only	release	specified	latency_us_p50	p50 <= 0.4 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G02	D14	G02	Storage and file access: p99 latency	P3	T0+T1+T2	stand-in-only	release	specified	latency_us_p99	p99 <= 1 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G03	D14	G03	Storage and file access: p99.9 tail latency	P3	T0+T1+T2	stand-in-only	release	specified	latency_us_p99_9	p99.9 <= 2 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G04	D14	G04	Storage and file access: observed maximum and WCET bound	P3	T0+T1+T2	stand-in-only	release	specified	latency_us_max	observed max <= 5 us and declared bound has >= 20% evidence margin	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G05	D14	G05	Storage and file access: jitter envelope	P3	T0+T1+T2	stand-in-only	release	specified	latency_jitter	p99-p50 <= 0.6 us and run-to-run p99 CV <= 5%	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G06	D14	G06	Storage and file access: median CPU cycles	P3	T0+T1+T2	stand-in-only	release	specified	cpu_cycles_p50	p50 <= 2000 cycles	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G07	D14	G07	Storage and file access: p99 CPU cycles	P3	T0+T1+T2	stand-in-only	release	specified	cpu_cycles_p99	p99 <= 6000 cycles	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G08	D14	G08	Storage and file access: microarchitectural efficiency	P3	T0+T1+T2	stand-in-only	release	specified	instructions_branch_cache	retired instructions <= 12000; branch misses <= 1%; L1D misses <= 3%	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G09	D14	G09	Storage and file access: image and feature footprint	P3	T0+T1+T2	stand-in-only	release	specified	image_bytes	feature code plus read-only data delta <= 256 KiB	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G10	D14	G10	Storage and file access: peak working memory	P3	T0+T1+T2	stand-in-only	release	specified	working_memory_kib	peak OS-owned working memory for work unit <= 512 KiB	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G11	D14	G11	Storage and file access: steady-state allocation count	P3	T0+T1+T2	stand-in-only	release	specified	allocations_per_operation	heap allocations per steady-state work unit = 0; pool claims are separately counted	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G12	D14	G12	Storage and file access: allocation and reclamation latency	P3	T0+T1+T2	stand-in-only	release	specified	allocation_latency_us_max	setup or pool allocation max <= 5 us; reclamation is bounded	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G13	D14	G13	Storage and file access: queue residence p99	P3	T0+T1+T2	stand-in-only	release	specified	queue_wait_us_p99	enqueue-to-service p99 <= 50 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G14	D14	G14	Storage and file access: queue processing maximum	P3	T0+T1+T2	stand-in-only	release	specified	queue_service_us_max	service-start-to-completion max <= 100 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G15	D14	G15	Storage and file access: sustained throughput floor	P3	T0+T1+T2	stand-in-only	release	specified	throughput_per_second	sustained throughput >= 200000 work units/s where hardware transport is excluded as documented	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G16	D14	G16	Storage and file access: burst and backpressure safety	P3	T0+T1+T2	stand-in-only	release	specified	burst_recovery	2x throughput floor for 10 s; bounded queue; safety work completes <= 5 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G17	D14	G17	Storage and file access: cold start latency	P3	T0+T1+T2	stand-in-only	release	specified	cold_start_ms	cold start <= 10 ms with caches and device state reset as specified	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G18	D14	G18	Storage and file access: warm restart and reuse latency	P3	T0+T1+T2	stand-in-only	release	specified	warm_start_us	warm restart or reuse <= 5 us	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G19	D14	G19	Storage and file access: isolation under competing load	P3	T0+T1+T2	stand-in-only	release	specified	loaded_degradation	p99 degradation <= 5%; max degradation <= 10%; hard deadline misses = 0	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G20	D14	G20	Storage and file access: security denial cost and safety	P3	T0+T1+T2	stand-in-only	release	specified	denial_latency_and_state	denied or malformed work completes <= 1.25 us; state changes = 0; allocations = 0	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G21	D14	G21	Storage and file access: exhaustion and fault containment	P3	T0+T1+T2	stand-in-only	release	specified	fault_completion	fault decision and containment <= 5 us; leaks deadlocks and unsafe retries = 0	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G22	D14	G22	Storage and file access: 72-hour soak stability	P3	T0+T1+T2	stand-in-only	release	specified	soak_drift	72 h: hard deadline misses = 0; memory growth = 0; p99 drift <= 5%; unexpected safe-state transitions = 0	Bounds permissions durability policy and cancellation are checked before device access
PERF-D14-G23	D14	G23	Storage and file access: spoor observability overhead	P3	T0+T1+T2	stand-in-only	release	specified	observability_overhead	spoor enabled adds <= 2% p99 and <= 2% CPU cycles; allocations = 0; torn records = 0	Bounds permissions durability policy and cancellation are checked before device access
